local_designation ps1_designation id followup_flag_date
9H3P2bpq PS19dwt 1204456551072358500 2019-08-26
9H3P2boq PS19ewp 1171646311252608800 2019-08-26
9H3P2bvj PS19fjs 1164303551302638500 2019-08-26
9H3P2aom PS19eon 1170047631294917000 2019-08-26
9H3P2bqq PS19exr 1164340901255149200 2019-08-26
9H3P2bnl PS19evx 1173326521272753500 2019-08-26
9H3P2aok PS19eht 1170353931312958200 2019-08-26
9H3P2aoo PS19eur 1170141921300634300 2019-08-26
9H3P2bon PS19ewn 1161837611331746700 2019-08-26
9H3P2boz PS19ewv 1173926891311436200 2019-08-26
9H3P2bpg PS19exb 1170052531330721100 2019-08-26
9H3P2bvc PS19fjo 1174156191301751600 2019-08-26
9H3P2bqo PS19exp 1172149641244023800 2019-08-26
9H3P2bpf PS19exa 1174310721314350200 2019-08-26
9H3P2bqj PS19bir 1170353271351234600 2019-08-26
9H3P2btz PS19fjh 1170049881335831200 2019-08-26
9H3P2aoi PS19eup 1001515190081121700 2019-08-27
9H3P2apd PS19ehr 1000912070065523000 2019-08-27
9H3P2brb PS19faz 1003657780034939000 2019-08-27
9H3P2apj PS19evm 1002851670010424400 2019-08-27
9H3P2aos PS19eut 1030618531011146800 2019-08-27
9H3P2bue PS19fji 1002554780035504900 2019-08-27
9H3P2apg PS19ery 1005209600010705000 2019-08-27
9H3P2bpd PS19ehy 1002826750023623100 2019-08-27
9H3P2bvk PS19fqu 1031051351031006900 2019-08-27
9H3P2aqt PS19evu 1032645741011059900 2019-08-27
9H3P2ape PS19euw 1034859781005536900 2019-08-27
9H3P2apf PS19eux 1004118180020110200 2019-08-27
9H3P2apl PS19evo 1034806161001233500 2019-08-27
9H3P2bnv PS19ere 1231002491092807000 2019-08-27
9H3P2bob PS19erh 1233756921090007400 2019-08-27
9H3P2bvg PS19fjq 1032322621072349100 2019-08-27
9H3P2bra PS19exx 1231049421104444300 2019-08-27
9H3P2aoj PS19esb 1231427191081547900 2019-08-27
9H3P2bos PS19ewr 1235113741140403500 2019-08-27
9H3P2bno PS19evy 1233031311153623500 2019-08-27
9H3P2bnq PS19ewa 1231507501145434200 2019-08-27
9H3P2bnp PS19evz 1233532891152228200 2019-08-27
9H3P2bow PS19erg 1231840901122251900 2019-08-27
9H3P2bqn PS19exo 1233418911095203800 2019-08-27
9H3P2bpz PS19exi 1235007451155209100 2019-08-27
9H3P2aot PS19euu 1160530511174612000 2019-08-27
9H3P2bns PS19ewb 1231045971094911400 2019-08-27
9H3P2bnr PS19ern 1230719081135121400 2019-08-27
9H3P2aqu PS19erf 1232932521095055300 2019-08-27
9H3P2aqk PS19err 1232513031092711200 2019-08-27
9H3P2bqp PS19exq 1020203481232603500 2019-08-27
9H3P2bny PS19ecf 1165436041174634900 2019-08-27
9H3P2boi PS19dwo 1170413371204218600 2019-08-27
9H3P2bpx PS19exh 1233549401155740500 2019-08-27
9H3P2apc PS19euv 1020555971182641600 2019-08-27
9H3P2bor PS19ewq 1233440161162506800 2019-08-27
9H3P2bpo PS19exf 1162616681231816300 2019-08-27
9H3P2bok PS19elv 1222421201244717100 2019-08-27
9H3P2boo PS19ewo 1000955021032233000 2019-08-28
9H3P2boj PS19ewk 1020423941031112500 2019-08-28
9H3P2boc PS19ewf 1021946811022032100 2019-08-28
9H3P2bri PS19ees 1221304650002130300 2019-08-28
9H3P2bnt PS19ewc 1023818151011955800 2019-08-28
9H3P2bpy PS19ehz 1220623011004022300 2019-08-28
9H3P2boa PS19eia 1221202661000307900 2019-08-28
9H3P2aoq PS19erz 1001239661053032100 2019-08-28
9H3P2aou PS19erx 1222627071032831300 2019-08-28
9H3P2bpa PS19eww 1022144871062527600 2019-08-28
9H3P2bod PS19ewg 1020836381060643900 2019-08-28
9H3P2bpk PS19exd 1222506971030902800 2019-08-28
9H3P2bqy PS19exw 1020316561052754100 2019-08-28
9H3P2bot PS19ews 1021449971061937100 2019-08-28
9H3P2bqi PS19exm 1024402191055953100 2019-08-28
9H3P2bpt PS19bjt 1220223001063821000 2019-08-28
9H3P2bpv PS19eiv 1222004151061605200 2019-08-28
9H3P2bnw PS19eig 1223406161053416800 2019-08-28
9H3P2aqm PS19ejk 1225104861052546100 2019-08-28
9H3P2aop PS19dbl 1162250371364717700 2019-08-28
9H3P2aor PS19eus 1163103161410914300 2019-08-28
9H3P2bou PS19die 1185752991453523900 2019-08-28
9I3P2bvl PS19fwh 1041833801085331900 2019-09-14
9I3P2bre PS19fcb 1041018731132414900 2019-09-14
9I3P2brg PS19fcc 1013631641265548900 2019-09-14
9I3P2brf PS19fbm 1011237871330205800 2019-09-14
9I3P2btr PS19fdd 1004753241390057400 2019-09-15
9I3P2bvf PS19fjp 1023948001394731700 2019-09-15
9I3P2brk PS19dwa 1214534901204126100 2019-09-16
9I3P2bto PS19fcm 1230845650204459200 2019-09-18
9I3P2btu PS19feb 1204004390041418000 2019-09-18
9I3P2btn PS19ert 1220139241061903600 2019-09-18
9I3P2bvq PS18wg 1135218431342802600 2019-09-29
9I3P2bvr PS18ll 1141338081345644100 2019-09-29
9I3P2bvo PS19fwl 1173800331350502500 2019-09-29
9I3P2bvn PS18atn 1134840731432506100 2019-09-29
9J3P2bvm PS19fae 1231919271043522700 2019-10-04
9J3P2ccl PS19ftd 1015540721001246700 2019-10-06
9J3P2cep PS19fjv 1022244481030312200 2019-10-06
9J3P2cee PS19gag 1024021921015215800 2019-10-06
9J3P2byy PS19foe 1233715120014036000 2019-10-06
9J3P2cfe PS19fyx 1052058161035815200 2019-10-06
9J3P2ceh PS19gah 1025137041012408300 2019-10-06
9J3P2bys PS19fyw 1050636391073544300 2019-10-06
9J3P2byh PS19fxl 1021759601143200400 2019-10-06
9J3P2byc PS19fxh 1030020271184436900 2019-10-06
9J3P2byg PS19fxk 1022516221241600100 2019-10-06
9J3P2ceu PS19gao 1023059361222404300 2019-10-06
9J3P2cem PS19gaj 1024504641260417200 2019-10-06
9J3P2byd PS19fxi 1044549820131634800 2019-10-07
9J3P2byf PS19fxj 1041313070122017800 2019-10-07
9J3P2bzc PS19gsu 1050118470132802800 2019-10-07
9J3P2ceg PS19frr 1025334250055011700 2019-10-07
9J3P2cej PS19fpy 1025055720041136200 2019-10-07
9J3P2bye PS19fpv 1021249180064206000 2019-10-07
9J3P2byw PS19frv 1012259891031002800 2019-10-07
9J3P2ccs PS19frg 1031123301055644000 2019-10-07
9J3P2cck PS19gaf 1180951081353525000 2019-10-07
9J3P2cen PS19gak 1231105771271718800 2019-10-07
9J3P2byx PS19fwr 1003134451312042600 2019-10-08
9J3P2byl PS19fzp 1030536380214934500 2019-10-09
9J3P2bym PS19iyt 1034641120150118700 2019-10-09
9J3P2cex PS19gap 1051255790142152400 2019-10-09
9J3P2cei PS19gai 1054127750161516300 2019-10-09
9J3P2byk PS19fzo 1054216930141445800 2019-10-09
9J3P2byq PS19fzs 1031752690071811500 2019-10-09
9J3P2ceq PS19icf 1054823060124220100 2019-10-09
9J3P2byp PS19fzr 1033757390050002400 2019-10-09
9J3P2byr PS19fbj 1031823800015549600 2019-10-09
9J3P2byo PS19fzq 1030419880021822300 2019-10-09
9J3P2cfc PS19gaq 1040408700010727600 2019-10-09
9J3P2cef PS19fbz 1034416490023839800 2019-10-09
9J3P2ces PS19gam 1225125571183248500 2019-10-09
9J3P2ceo PS19gal 1222603931214439800 2019-10-09
9J3P2byn PS19fwn 1011429221370257800 2019-10-09
9J3P2cet PS19gan 1013110491433721400 2019-10-09
9J3P2byi PS19fzm 1052659760035406600 2019-10-10
9J3P2cfa PS19fse 1013317671243016700 2019-10-10
9J3P2cel PS19eov 1175426731471540600 2019-10-10
9J3P2byj PS19fzn 1183147401500355200 2019-10-10
9J3P2byv PS19fwq 1051012610004638600 2019-10-14
9J3P2byu PS19ffo 1215107891122538500 2019-10-14
9J3P2cff PS19gaw 1234121170232702600 2019-10-15
9J3P2cfk PS19fyg 1045710610205439200 2019-10-15
9J3P2cfz PS19fcf 1042739910160316400 2019-10-15
9J3P2cfn PS19gnc 1052038300090206400 2019-10-15
9J3P2cgc PS19gbw 1204832431013438000 2019-10-15
9J3P2cfr PS19fge 1221605921035242100 2019-10-15
9J3P2cfg PS19frw 1001302140241247000 2019-10-16
9J3P2cga PS19gbu 1001456460232853800 2019-10-16
9J3P2cfs PS19gbn 1045846750244645900 2019-10-16
9J3P2cfh PS19fgv 1001953070232351600 2019-10-16
9J3P2cfj PS19gbj 1221503600123234100 2019-10-16
9J3P2cfq PS19gbm 1223911000050010400 2019-10-17
9J3P2cfm PS19fos 1224957640000458700 2019-10-17
9J3P2cfl PS19gbk 1224015180023914500 2019-10-17
9J3P2cfp PS19gbl 1223710320002508300 2019-10-17
9J3P2cgb PS19gbv 1221652541053659500 2019-10-18
9J3P2cge PS19gby 1055025320232910200 2019-10-19
9J3P2cfx PS19gau 1001359910285247800 2019-10-19
9J3P2cfw PS19gat 1000759700250900200 2019-10-19
9J3P2cgf PS19gcg 1022008150242117600 2019-10-19
9J3P2cgj PS19gch 1022318750274732900 2019-10-19
9J3P2cgk PS19gci 1021821940255424400 2019-10-19
9J3P2cfv PS19gbs 1024655170244823700 2019-10-19
9J3P2cgd PS19gbx 1234020450270958900 2019-10-19
9J3P2cfy PS19gbt 1043120810231632700 2019-10-19
9J3P2cgm PS19gdd 1044637870101334800 2019-10-20
9J3P2cgn PS19gde 1205659011025419800 2019-10-20
9J3P2cgt PS19gdf 1204818341040209700 2019-10-20
9J3P2cgp PS19eqv 1234023981395947100 2019-10-20
9J3P2chc PS19fkc 1230239310162920300 2019-10-22
9J3P2ckd PS19fuq 1201224200143705300 2019-10-22
9J3P2chf PS19ezc 1203252070125100200 2019-10-22
9J3P2che PS19gfx 1204512020120039800 2019-10-22
9J3P2csb PS19isl 1200201650100922300 2019-10-22
9J3P2cid PS19ghh 1002801330043316700 2019-10-22
9J3P2cit PS19ghu 1224453620081927300 2019-10-22
9J3P2cht PS19ggz 1002228210045010900 2019-10-22
9J3P2chv PS19fhe 1012143550002249700 2019-10-22
9J3P2chd PS19fna 1005718490025330400 2019-10-22
9J3P2cgy PS19gfa 1000659841032739700 2019-10-22
9J3P2cio PS19ghs 1000729001042332900 2019-10-22
9J3P2cig PS19ghk 1235118551023838500 2019-10-22
9J3P2chb PS19gfc 1232843691042615500 2019-10-22
9J3P2ciq PS18azj 1231001391074350800 2019-10-22
9J3P2cil PS19ghn 1230607681054704500 2019-10-22
9J3P2cha PS19gfb 1232104361080437100 2019-10-22
9J3P2ciu PS19ghv 1231449701062951100 2019-10-22
9J3P2cyn PS19iys 1003225000134434500 2019-10-23
9J3P2cqq PS19iro 1002953760123712600 2019-10-23
9J3P2cwn PS19ixa 1003536970112830900 2019-10-23
9J3P2chr PS19ggx 1004113240132352500 2019-10-23
9J3P2cib PS19ghf 1003940080093948000 2019-10-23
9J3P2cym PS19iyr 1003848990112445300 2019-10-23
9J3P2cpy PS19irf 1000229170103758300 2019-10-23
9J3P2chs PS19ggy 1004247020073615100 2019-10-23
9J3P2chx PS19ghb 1010239260100512400 2019-10-23
9J3P2chu PS19gha 1223628580073802200 2019-10-23
9J3P2crd PS19irz 1203321280040728700 2019-10-23
9J3P2ciw PS19gii 1223431460070333700 2019-10-23
9J3P2chn PS19ggv 1222511600051311100 2019-10-23
9J3P2cyl PS19iyq 1203943650045008500 2019-10-23
9J3P2chw PS19fnx 1220622870044155500 2019-10-23
9J3P2csk PS19iss 1235413530035540700 2019-10-23
9J3P2cqf PS19irk 1220348520011848700 2019-10-23
9J3P2chz PS19ghd 1232829900012146700 2019-10-23
9J3P2cie PS19ghi 1014441501075650200 2019-10-23
9J3P2cia PS19ghe 1014314461080402900 2019-10-23
9J3P2chy PS19ghc 1010325051130314600 2019-10-23
9J3P2cki PS19gec 1022139231112819000 2019-10-23
9J3P2cik PS19fma 1014517401122123200 2019-10-23
9J3P2civ PS19gih 1013718961153306900 2019-10-23
9J3P2cwq PS19ixc 1210534770201448300 2019-10-24
9J3P2csi PS19ipy 1215740370172519000 2019-10-24
9J3P2cuk PS19iyv 1040559660121730700 2019-10-24
9J3P2ctu PS19itx 1233549900133717400 2019-10-24
9J3P2ctl PS19itj 1035637560084805200 2019-10-24
9J3P2cgx PS19gez 1043622240102220000 2019-10-24
9J3P2cqx PS19iru 1043316400080800700 2019-10-24
9J3P2cgu PS19gax 1231856510101034900 2019-10-24
9J3P2cvi PS19iwo 1045616300080439100 2019-10-24
9J3P2cgw PS19fpx 1022642270050153800 2019-10-24
9J3P2cgv PS19fpu 1022151430055011400 2019-10-24
9J3P2cip PS19ght 1021505040055530700 2019-10-24
9J3P2cic PS19ghg 1015715070051717700 2019-10-24
9J3P2chq PS19fve 1022706520012826000 2019-10-24
9J3P2cin PS19ghp 1003815291025119400 2019-10-24
9J3P2chl PS19ggu 1004701941055954500 2019-10-24
9J3P2cho PS19gca 1003625351022540100 2019-10-24
9J3P2cij PS19ghm 1004148621023526600 2019-10-24
9J3P2chh PS19gfp 1003405631052114600 2019-10-24
9J3P2cws PS19ibl 1052251991014850400 2019-10-24
9J3P2cim PS19gho 1005025911071047400 2019-10-24
9J3P2cih PS19ghl 1050300931060057000 2019-10-24
9J3P2cis PS19iyw 1001656321080243900 2019-10-24
9J3P2chp PS19ggw 1000949141062724100 2019-10-24
9J3P2cif PS19ghj 1003006071052110600 2019-10-24
9J3P2chg PS19gae 1001045891210820700 2019-10-24
9J3P2chi PS19ggt 1001922361214633100 2019-10-24
9K3P2cyi PS19iqd 1230256130175410500 2019-11-02
9K3P2cpv PS19ird 1010709020142545300 2019-11-02
9K3P2ckg PS19glp 1232403730182749500 2019-11-02
9K3P2cro PS19isd 1022143030155618500 2019-11-02
9K3P2cix PS19gjo 1024535930151218800 2019-11-02
9K3P2crp PS19ise 1022201670150834900 2019-11-02
9K3P2cvj PS19htn 1232446870155520300 2019-11-02
9K3P2cji PS19fyq 1020939580103536600 2019-11-02
9K3P2cpt PS19irb 1021511460132809400 2019-11-02
9K3P2ckh PS19glq 1010351340100623000 2019-11-02
9K3P2cjk PS19gdl 1012640930075023900 2019-11-02
9K3P2cwx PS19fpm 1042922711003707500 2019-11-02
9K3P2crg PS19hgb 1023238811031745400 2019-11-02
9K3P2cjh PS19gkc 1031913671073510700 2019-11-02
9K3P2cpx PS19gsk 1013558851100022300 2019-11-02
9K3P2cyj PS19iyp 1025016391052012800 2019-11-02
9K3P2cjd PS19gie 1021833881064040200 2019-11-02
9K3P2cja PS19gjy 1032239381145347800 2019-11-02
9K3P2ciz PS17eed 1025608461151247000 2019-11-02
9K3P2ciy PS19gir 1012821421023046900 2019-11-05
9K3P2ckr PS19gmt 1014816211040106000 2019-11-05
9K3P2cjj PS19gkd 1022036621085719800 2019-11-05
9K3P2ckq PS19gmp 1054246191045419600 2019-11-05
9K3P2cjg PS19gkb 1025715131103102000 2019-11-05
9K3P2cjf PS19gka 1052754691064224000 2019-11-05
9K3P2cwt PS19ixd 1023010601142009300 2019-11-05
9K3P2crr PS19isf 1020837481145540900 2019-11-05
9K3P2cwv PS19gcu 1030215241203151200 2019-11-05
9K3P2cka PS19glk 1031649831185616000 2019-11-05
9K3P2cjm PS19gkf 1032758991175608700 2019-11-05
9K3P2cwo PS19ipi 1032553791220533500 2019-11-05
9K3P2cje PS19fde 1234339751173816300 2019-11-05
9K3P2ckb PS19gll 1233412441223645100 2019-11-05
9K3P2cjc PS19gjz 1034940611211550700 2019-11-05
9K3P2cwu PS19fyh 1034121691224920700 2019-11-05
9K3P2cjl PS19gke 1233014911195718500 2019-11-05
9K3P2clp PS19grv 1042552570062351600 2019-11-06
9K3P2csc PS19ism 1035932240061336300 2019-11-06
9K3P2ckf PS19glo 1081818821053022300 2019-11-06
9K3P2cux PS19ivk 1082022741012625400 2019-11-06
9K3P2cjv PS19glh 1081159861043049100 2019-11-06
9K3P2cyg PS19gqv 1021329841260354900 2019-11-06
9K3P2ckj PS19glr 1023134531244900300 2019-11-06
9K3P2cjp PS19gkp 1023428351263457100 2019-11-06
9K3P2ckc PS19glm 1000535811314946800 2019-11-06
9K3P2cjo PS19gko 1022624111283028500 2019-11-06
9K3P2cju PS19glg 1001703671313421000 2019-11-06
9K3P2cke PS19gln 1003713361255829900 2019-11-06
9K3P2cjq PS19gkw 1023509941301829400 2019-11-06
9K3P2cjw PS19eoo 1020523301304601200 2019-11-06
9K3P2csv PS19isy 1022520641322158400 2019-11-06
9K3P2cui PS19fsl 1030247811323200900 2019-11-06
9K3P2cjt PS19glf 1225502431341811700 2019-11-06
9K3P2cjy PS19gli 1221943751362435200 2019-11-06
9K3P2cjx PS19fzv 1034102911343907500 2019-11-06
9K3P2cjn PS19gkn 1072850261353251100 2019-11-07
9K3P2cqp PS19gyr 1073932231340635800 2019-11-07
9K3P2cjz PS19glj 1075133141344240700 2019-11-07
9K3P2cqe PS19gmz 1075007561364804300 2019-11-07
9K3P2cmv PS19gwv 1071744171434433200 2019-11-07
9K3P2cye PS19iyo 1054945630060510100 2019-11-09
9K3P2clq PS19grw 1043422000193450000 2019-11-10
9K3P2cjs PS19gle 1080702450061808600 2019-11-10
9K3P2ckm PS19gmd 1083307850043935100 2019-11-10
9K3P2cyd PS19iyn 1082633120071513400 2019-11-10
9K3P2ctv PS19iak 1084357790035843000 2019-11-10
9K3P2cpm PS19hil 1213124721022939000 2019-11-10
9K3P2csr PS19isx 1085521911160024400 2019-11-10
9K3P2cre PS19isa 1083525401233139600 2019-11-10
9K3P2cwj PS19iwx 1084243591193904400 2019-11-10
9K3P2ckl PS19gmc 1232017271352935300 2019-11-10
9K3P2ckn PS19gje 1215800271241557100 2019-11-10
9K3P2cko PS19gjj 1021820081372815700 2019-11-10
9K3P2cse PS19isn 1233854091381138400 2019-11-10
9K3P2clj PS19grq 1052749420052139900 2019-11-12
9K3P2cns PS19het 1081806641024007700 2019-11-12
9K3P2ckk PS19gma 1085547511004735100 2019-11-12
9K3P2cwm PS19iwz 1075708121081855700 2019-11-12
9K3P2ckt PS19gmu 1221259301180810200 2019-11-12
9K3P2cru PS19glb 1064715821433819100 2019-11-12
9K3P2cku PS19gmy 1225104980114715000 2019-11-13
9K3P2cuf PS19gpp 1085836011261235600 2019-11-13
9K3P2cwk PS19gly 1232957501294946500 2019-11-13
9K3P2cll PS19gru 1004005041395357300 2019-11-13
9K3P2crq PS19inn 1072459451552340600 2019-11-13
9K3P2cwb PS19hht 1064725980301723400 2019-11-14
9K3P2csd PS19iap 1063710720310151900 2019-11-14
9K3P2cts PS19inl 1050408920270630700 2019-11-14
9K3P2ckv PS19gbr 1052402770262211200 2019-11-14
9K3P2cuc PS19gbz 1055217630251958000 2019-11-14
9K3P2cra PS19hsu 1055523470261708300 2019-11-14
9K3P2cww PS19fnv 1222709900193533200 2019-11-14
9K3P2cun PS19iea 1223628590222544000 2019-11-14
9K3P2cqn PS19fmv 1235316191050530300 2019-11-14
9K3P2ckw PS19gnh 1004051271025025600 2019-11-14
9K3P2cld PS19gpa 1001956651150536200 2019-11-14
9K3P2ckx PS19gni 1235847981144431300 2019-11-14
9K3P2cky PS19gnj 1002615491214835900 2019-11-14
9K3P2cla PS19gno 1052720840224136700 2019-11-15
9K3P2cwd PS19had 1044218230182433100 2019-11-15
9K3P2cpz PS19irg 1010036050113852700 2019-11-15
9K3P2ckz PS19gnn 1012754510150643200 2019-11-15
9K3P2cuz PS19ivo 1014713960082740800 2019-11-15
9K3P2clc PS19goz 1010650210052359300 2019-11-15
9K3P2clf PS19gpr 1094741740211003100 2019-11-16
9K3P2clv PS19gry 1093541790203444500 2019-11-16
9K3P2ctj PS19gxr 1023814300151621000 2019-11-16
9K3P2cqs PS19irp 1224736050061929000 2019-11-16
9K3P2cod PS19hfv 1224151550012641600 2019-11-16
9K3P2cmo PS19gun 1015311201041147000 2019-11-16
9K3P2clb PS19fsn 1225220031141014800 2019-11-16
9K3P2crb PS19irx 1222943981134006600 2019-11-16
9K3P2crx PS19hjp 1221526341103518600 2019-11-16
9K3P2cyb PS19iym 1225856051151226400 2019-11-16
9K3P2cxz PS19iyl 1221754610091301000 2019-11-17
9K3P2clg PS19gqd 1221457641014641600 2019-11-18
9K3P2cli PS19grk 1222030391035438600 2019-11-18
9K3P2clh PS19grd 1042132321101256200 2019-11-18
9K3P2clr PS19grx 1040831941100140200 2019-11-18
9K3P2cle PS19ggp 1233056121152930000 2019-11-18
9K3P2cwc PS19gxo 1010013950041101500 2019-11-22
9K3P2coc PS19hab 1050446300045201000 2019-11-22
9K3P2coh PS19gty 1015203810024608800 2019-11-22
9K3P2clk PS19grt 1234709411040900600 2019-11-22
9K3P2csp PS19isv 1024336950033039100 2019-11-24
9K3P2coa PS19hft 1005316690011925200 2019-11-25
9K3P2cnm PS19hdi 1032351021144430200 2019-11-25
9K3P2ctm PS19goj 1104208981092330700 2019-11-25
9K3P2cmn PS19gum 1103130821122935500 2019-11-25
9K3P2cvu PS19gzy 1100341991145830300 2019-11-25
9K3P2cum PS19hcl 1102758241153627100 2019-11-25
